id;nom;prenoms;Genre;nomproduit;categorie;prixunitaire;dateachat
2358;Bah;Nabila;Female;Saucisse de Strasbourg;Charcuterie;1700;2023-11-24 10:56:00.0000000
2359;Powell;Nicholas;Male;Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena;Produits de démaquillage;800;2023-11-26 12:59:00.0000000
2360;Martinez;Maria;Female;Crème solaire peaux sensibles Avène;Produits de protection solaire;2000;2023-11-14 09:27:00.0000000
2361;Bonsu;Osei;Male;Saucisson de Lyon;Charcuterie;1400;2023-11-10 04:53:00.0000000
2362;Bailey;Caroline;Female;Saucisse de canard;Charcuterie;1600;2023-12-04 19:21:00.0000000
2363;Cox;Cameron;Male;Jambon de Luxeuil;Charcuterie;2000;2023-12-08 22:50:00.0000000
2364;Boateng;Adjoa;Female;Lotion purifiante pour le visage Neutrogena;Produits de soin pour le visage;1200;2023-11-27 16:16:00.0000000
2365;Simmons;Harold;Male;Saucisse de foie;Charcuterie;1800;2023-11-17 21:35:00.0000000
2366;Bell;David;Male;Saucisse de volaille;Charcuterie;1600;2023-11-05 06:45:00.0000000
2367;Moyo;Simba;Male;Terrine de pigeon;Charcuterie;1700;2023-12-08 07:34:00.0000000
2368;Garcia;Megan;Female;Boîte de haricots verts en conserve;Condiment;750;2023-12-31 13:41:00.0000000
2369;Diallo;Nadia;Female;Saucisson au roquefort;Charcuterie;1400;2023-11-18 23:24:00.0000000
2370;Phillips;Daniel;Male;Déodorant stick Narta;Produits d'hygiène;800;2023-12-20 15:32:00.0000000
2371;Foster;Luke;Male;Sac de croquettes pour chien Pedigree;Animaux;2000;2023-11-09 02:58:00.0000000
2372;Ramirez;Kelly;Female;Jambon de la Forêt Noire;Charcuterie;2000;2023-11-27 13:58:00.0000000
2373;Kelly;Marie;Female;Pot de confiture de fraises;Condiment;1000;2023-11-26 11:03:00.0000000
2374;Nwadike;Nneka;Female;Lingettes démaquillantes Nivea;Produits de démaquillage;800;2023-11-25 07:26:00.0000000
2375;Bonsu;Osei;Male;Sac de croquettes pour chat Whiskas;Animaux;1500;2023-12-12 09:06:00.0000000
2376;Amponsah;Kwaku;Male;Baume nourrissant pour les mains L'Occitane;Produits de soin pour les mains;1000;2023-11-20 08:50:00.0000000
2377;Jalloh;Saidi;Male;Déodorant Rexona;Produits d'hygiène;800;2023-12-22 09:22:00.0000000
2378;Collins;Steven;Male;Crème solaire visage et corps biodégradable La Roche-Posay;Produits de protection solaire;2000;2023-11-13 01:39:00.0000000
2379;Adebayo;Babajide;Male;Lingettes démaquillantes Nivea;Produits de démaquillage;800;2023-12-10 00:13:00.0000000
2380;Nkrumah;Yaa;Female;Saucisse de dinde;Charcuterie;1600;2023-11-19 11:59:00.0000000
2381;Taylor;Mary;Female;Paquet de biscuits Oreo;Biscuits;1000;2023-11-17 18:15:00.0000000
2382;Henderson;Sara;Female;Terrine de biche;Charcuterie;1700;2023-12-13 17:02:00.0000000
2383;Nelson;Zoe;Female;Terrine de perdreau;Charcuterie;1700;2023-12-20 16:34:00.0000000
2384;Collins;Juan;Male;Crème solaire enfants Uriage;Produits de protection solaire;2000;2023-11-03 07:12:00.0000000
2385;Jones;Daniel;Male;Pâté de foie;Charcuterie;1100;2023-12-12 05:21:00.0000000
2386;Adeyemi;Kemi;Female;Sachet de poivre noir;Condiment;500;2023-12-29 05:54:00.0000000
2387;Diop;Fatoumata;Female;Gel coiffant effet mat Axe;Produits de coiffure;1500;2022-12-30 08:15:00.0000000
2388;Bello;Idris;Male;Soin contour des yeux L'Oréal;Produits de soin pour le visage;2500;2022-12-26 01:23:00.0000000
2389;Cook;Dean;Male;Sac de pommes de terre;Légumes;1000;2022-11-11 21:08:00.0000000
2390;Hill;Peter;Male;Baume réparateur pour les mains Biafine;Produits de soin pour les mains;1000;2022-11-30 13:29:00.0000000
2391;Dlamini;Ayanda;Female;Saucisson au roquefort;Charcuterie;1400;2022-12-03 06:22:00.0000000
2392;Anang;Kwesi;Male;Saucisse de canard fumée;Charcuterie;1600;2022-11-17 10:00:00.0000000
2393;Abubakar;Aisha;Female;Rillettes de thon à l'huile d'olive;Charcuterie;1500;2022-11-04 03:46:00.0000000
2394;Martinez;Maria;Female;Sachet de graines de chia;Condiment;1000;2022-11-08 02:20:00.0000000
2395;Diop;Emeka;Male;Jambon du Bourbonnais;Charcuterie;2000;2022-12-14 15:22:00.0000000
2396;Osei;Kwabena;Male;Démaquillant yeux bi-phasé waterproof L'Oréal;Produits de démaquillage;1200;2022-11-30 09:24:00.0000000
2397;Camara;Fanta;Female;Jambon de Luxeuil;Charcuterie;2000;2022-11-24 20:38:00.0000000
2398;Wilson;Christopher;Male;Saucisse au poivre;Charcuterie;1600;2022-12-17 16:30:00.0000000
2399;Garcia;Ashley;Female;Boîte de céréales pour petit déjeuner;Alimentation;1500;2022-11-04 03:28:00.0000000
2400;Johnson;Ashley;Female;Pâté de lièvre;Charcuterie;1800;2022-11-30 05:23:00.0000000
2401;Coleman;Aaron;Male;Bouteille de bière Guinness;Bière;1000;2022-11-13 04:58:00.0000000
2402;Cox;Caitlin;Female;Saucisse au poivre;Charcuterie;1600;2022-11-28 19:06:00.0000000
2403;Okafor;Amaechi;Female;Jambon de Vendée;Charcuterie;1500;2022-12-05 02:11:00.0000000
2404;Maalouf;Mohammed;Male;Paquet de couches Pampers;Hygiène;2500;2022-11-12 19:41:00.0000000
2405;Scott;Ronald;Male;Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena;Produits de démaquillage;800;2022-11-19 20:18:00.0000000
2406;Sow;Adiza;Female;Sachet de grains de café arabica;Café;1000;2022-12-24 18:53:00.0000000
2407;Boateng;Adjoa;Female;Sachet de lait en poudre Nido;Lait;1500;2022-12-14 12:26:00.0000000
2408;Hall;Anna;Female;Rillettes de canard au poivre vert;Charcuterie;1500;2022-11-24 21:43:00.0000000
2409;Okoro;Chinedu;Male;Masque purifiant à l'argile L'Oréal;Produits de soin pour le visage;1800;2022-11-12 20:06:00.0000000
2410;Scott;Adam;Male;Gel douche hydratant Dove;Produits de douche;1200;2022-11-22 11:41:00.0000000
2411;Morris;Alyssa;Female;Paquet de biscottes;Biscuits;750;2022-11-03 13:31:00.0000000
2412;Jones;Daniel;Male;Terrine de pintade;Charcuterie;1600;2022-12-24 00:27:00.0000000
2413;Mitchell;Ellie;Female;Saucisson à l'anis;Charcuterie;1400;2022-11-21 17:58:00.0000000
2414;Camara;Fanta;Female;Boudin noir;Charcuterie;1500;2022-11-24 13:37:00.0000000
2415;Camara;Oumar;Male;Crème anti-âge L'Oréal;Produits de soin pour le visage;2500;2022-12-07 01:24:00.0000000
2416;Lopez;Vincent;Male;Bouteille d'huile Aya;Huile;3750;2022-12-31 20:01:00.0000000
2417;Boateng;Adjoa;Female;Terrine de lapin;Charcuterie;1600;2022-11-04 23:03:00.0000000
2418;Adewale;Chiamaka;Female;Sachet de thé Lipton;Thé;500;2022-12-09 15:53:00.0000000
2419;Nwadike;Ngozi;Female;Dentifrice Signal;Produits d'hygiène dentaire;500;2022-11-10 04:37:00.0000000
2420;Green;Adrian;Male;Déodorant Rexona;Produits d'hygiène;800;2022-12-21 14:32:00.0000000
2421;Ross;Allison;Female;Saucisse de Lyon;Charcuterie;1600;2022-12-30 05:29:00.0000000
2422;Wright;Christian;Male;Crème solaire visage et corps biodégradable La Roche-Posay;Produits de protection solaire;2000;2022-11-18 03:52:00.0000000
2423;Ba;Adama;Female;Saucisson de Lyon;Charcuterie;1400;2022-12-28 19:54:00.0000000
2424;Eze;Nneka;Female;Lingettes démaquillantes réutilisables Garnier;Produits de démaquillage;800;2022-12-10 12:57:00.0000000
2425;Mensah;Osei;Male;Savon exfoliant Neutrogena;Produits de douche;1000;2022-11-01 21:18:00.0000000
2426;Foster;Ruth;Female;Saucisse de Lyon;Charcuterie;1600;2022-11-29 18:09:00.0000000
2427;Thompson;Henry;Male;Pâté de lapin aux herbes de Provence;Charcuterie;1800;2022-12-01 20:20:00.0000000
2428;Washington;Eugene;Male;Paquet de café Nescafé;Café;1500;2022-11-16 04:53:00.0000000
2429;Nkrumah;Fatima;Female;Rillettes de thon au basilic;Charcuterie;1500;2022-12-21 05:23:00.0000000
2430;Okoro;Chinedu;Male;Pâté de chevreuil;Charcuterie;1800;2022-12-04 08:22:00.0000000
2431;Lopez;Amelia;Female;Pâté en croûte;Charcuterie;1800;2022-11-03 05:58:00.0000000
2432;Howard;Bobby;Male;Gel douche exfoliant Nivea;Produits de douche;1200;2022-12-05 21:21:00.0000000
2433;Davis;Sophia;Female;Démaquillant bi-phasé Maybelline;Produits de démaquillage;1200;2022-12-10 06:23:00.0000000
2434;Diallo;Fanta;Female;Gel douche exfoliant Nivea;Produits de douche;1200;2022-12-24 00:37:00.0000000
2435;Davis;Sophia;Female;Sachet de piment en poudre;Condiment;500;2022-11-13 02:36:00.0000000
2436;Amponsah;Kwaku;Female;Pain de savon Lux;Hygiène;500;2022-12-17 17:43:00.0000000
2437;Collins;Roy;Male;Crème pour les mains Neutrogena;Produits de soin pour les mains;1000;2022-11-26 09:37:00.0000000
2438;Amponsah;Kwaku;Female;Rosette;Charcuterie;1800;2022-11-02 04:33:00.0000000
2439;Adams;Justin;Male;Saucisse sèche;Charcuterie;1700;2022-12-19 05:41:00.0000000
2440;Nkrumah;Zara;Female;Baume pour les lèvres Carmex;Produits de soin des lèvres;700;2022-12-28 13:09:00.0000000
2441;Perez;Grayson;Male;Crème anti-rides Nivea;Produits de soin pour le visage;2500;2022-12-16 09:09:00.0000000
2442;Abubakar;Musa;Male;Pâté de canard;Charcuterie;1500;2022-11-04 11:55:00.0000000
2443;Dlamini;Ayanda;Female;Pâté de sanglier;Charcuterie;1800;2022-12-31 19:21:00.0000000
2444;Balogun;Babatunde;Male;Petite bouteille de Coca-Cola;Boisson;500;2022-12-05 07:30:00.0000000
2445;Anderson;Lucas;Male;Soin anti-fatigue pour le visage Nivea;Produits de soin pour le visage;2500;2022-12-20 19:47:00.0000000
2446;Mohammed;Yaa;Female;Sachet de thé Lipton;Thé;500;2022-12-27 18:03:00.0000000
2447;Diagne;Fatoumata;Female;Gel douche exfoliant au sel marin Neutrogena;Produits de douche;1200;2022-11-09 21:14:00.0000000
2448;Taylor;Mary;Female;Crème pour les pieds à l'urée Scholl;Produits de soin pour les pieds;1500;2022-12-25 02:01:00.0000000
2449;James;Steven;Male;Lingettes démaquillantes à l'eau micellaire Garnier;Produits de démaquillage;800;2022-11-13 11:59:00.0000000
2450;Sanchez;Brenda;Female;Terrine de pigeon;Charcuterie;1700;2022-11-08 23:58:00.0000000
2451;Camara;Oumar;Male;Bouteille de sauce soja;Condiment;1000;2022-12-13 08:16:00.0000000
2452;Diagne;Fatoumata;Female;Rillettes de thon au citron;Charcuterie;1500;2022-11-10 22:07:00.0000000
2453;Scott;Adam;Male;Jambon de Paris;Charcuterie;1400;2022-12-18 11:12:00.0000000
2454;Mitchell;Ellie;Female;Gel douche exfoliant au sel marin Neutrogena;Produits de douche;1200;2022-11-14 02:45:00.0000000
2455;Garcia;Megan;Female;Gel douche relaxant à la lavande L'Occitane;Produits de douche;1200;2022-12-13 02:36:00.0000000
2456;Moore;Samantha;Female;Saucisse de Montbéliard;Charcuterie;1900;2022-11-09 10:19:00.0000000
2457;Thomas;Jennifer;Female;Boîte de céréales Kellogg's;Céréales;1500;2022-12-08 01:54:00.0000000
2458;Lopez;Patricia;Female;Démaquillant Garnier;Produits de démaquillage;1200;2022-12-26 18:57:00.0000000
2459;Allen;Hunter;Male;Déodorant Rexona;Produits d'hygiène;800;2022-12-26 17:12:00.0000000
2460;Adewale;Chiamaka;Female;Rillettes de thon au citron;Charcuterie;1500;2022-11-06 17:55:00.0000000
2461;Eze;Ngozi;Female;Lingettes démaquillantes Nivea;Produits de démaquillage;800;2022-12-27 16:44:00.0000000
2462;Jackson;David;Male;Baume nourrissant pour les mains Nuxe;Produits de soin pour les mains;1000;2022-11-29 11:58:00.0000000
2463;Abubakar;Jamila;Female;Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena;Produits de démaquillage;800;2022-12-11 05:57:00.0000000
2464;Diop;Jumaane;Male;Soin hydratant intense pour le visage Nivea;Produits de soin pour le visage;2500;2022-11-16 03:49:00.0000000
2465;Wood;Gerald;Male;Jambon de Savoie;Charcuterie;2000;2022-11-30 02:10:00.0000000
2466;Bennett;Timothy;Male;Crème solaire enfant biodégradable Uriage;Produits de protection solaire;2000;2022-12-23 00:05:00.0000000
2467;Young;Victoria;Female;Lotion tonique adoucissante Garnier;Produits de soin pour le visage;1200;2022-11-23 12:11:00.0000000
2468;Toure;Sekou;Male;Crème réparatrice Cicabiafine;Produits de soin pour le corps;1500;2022-11-15 01:49:00.0000000
2469;Baker;Sadie;Female;Pot de crème dessert Danette;Dessert;1000;2022-12-30 15:19:00.0000000
2470;Jenkins;Sylvia;Female;Terrine de gibier;Charcuterie;1500;2022-12-10 23:02:00.0000000
2471;Barnes;Samantha;Female;Rillettes de canard;Charcuterie;1400;2022-11-09 22:45:00.0000000
2472;Jackson;John;Male;Pâté de faisan;Charcuterie;1800;2022-11-24 03:28:00.0000000
2473;Sanchez;Brenda;Female;Jambon de Luxeuil;Charcuterie;2000;2022-12-12 19:13:00.0000000
2474;Balogun;Babatunde;Male;Saucisse de canard fumée;Charcuterie;1600;2022-12-30 02:51:00.0000000
2475;Nkrumah;Jabari;Male;Crème raffermissante pour le corps Garnier;Produits de soin pour le corps;2000;2022-11-20 23:32:00.0000000
2476;Smith;John;Male;Andouille;Charcuterie;1600;2022-12-02 15:35:00.0000000
2477;Martinez;Ava;Female;Saucisson aux noisettes;Charcuterie;1400;2022-11-06 09:10:00.0000000
2478;Abubakar;Aisha;Female;Sachet de pâtes de curry rouge;Condiment;750;2022-12-08 11:36:00.0000000
2479;Price;Willie;Male;Jambon de Bayonne;Charcuterie;1900;2022-12-12 16:28:00.0000000
2480;Davis;Cody;Male;Rillettes d'oie;Charcuterie;1500;2022-11-19 20:12:00.0000000
2481;Kamara;Nadia;Female;Pot de pâte à tartiner Nutella;Sucrerie;2000;2022-12-26 12:28:00.0000000
2482;Jackson;John;Male;Gel douche hydratant Dove;Produits de douche;1200;2022-11-12 09:23:00.0000000
2483;Bah;Saidou;Male;Jambon de Luxeuil;Charcuterie;2000;2022-11-03 20:26:00.0000000
2484;Lewis;Daniel;Male;Baume après-rasage Gillette;Produits de rasage;700;2022-12-19 22:10:00.0000000
2485;Taylor;Sarah;Female;Paquet de popcorn sucré;Snack;750;2022-12-16 18:17:00.0000000
2486;Mensah;Kwame;Male;Gel nettoyant visage doux Nivea;Produits de soin pour le visage;1800;2022-12-10 01:31:00.0000000
2487;Toure;Sekou;Male;Paquet de cacahuètes;Snack;750;2022-11-27 11:19:00.0000000
2488;Boateng;Adjoa;Female;Terrine de lapin;Charcuterie;1600;2022-12-28 15:02:00.0000000
2489;Eze;Chukwudi;Male;Paquet de chips Pringles;Snack;1000;2022-11-13 23:14:00.0000000
2490;Moore;Samantha;Female;Jambon de la Vallée d'Aoste;Charcuterie;2000;2022-12-23 10:35:00.0000000
2491;Lopez;Amanda;Female;Saucisse de Montbéliard;Charcuterie;1900;2022-11-12 21:02:00.0000000
2492;Chukwu;Mamoudou;Male;Déodorant spray sans gaz propulseur Nivea;Produits d'hygiène;800;2022-11-20 12:31:00.0000000
2493;White;Joseph;Male;Saucisse de foie;Charcuterie;1800;2022-11-04 17:31:00.0000000
2494;Green;Daniel;Male;Pot de confiture Bonne Maman;Condiment;1500;2022-12-03 15:18:00.0000000
2495;Moyo;Simba;Male;Boîte de haricots verts en conserve;Condiment;750;2022-12-03 01:44:00.0000000
2496;Bonsu;Kwesi;Male;Lingettes démaquillantes biodégradables Nivea;Produits de démaquillage;800;2022-12-12 10:07:00.0000000
2497;Bah;Nabila;Female;Rillettes de canard au poivre vert;Charcuterie;1500;2022-11-02 19:13:00.0000000
2498;Cox;Cameron;Male;Paquet de biscuits au chocolat;Biscuits;1000;2022-11-21 19:09:00.0000000
2499;Mohammed;Yaa;Female;Sachet de poudre de curry;Condiment;500;2022-11-22 07:53:00.0000000
2500;James;Steven;Male;Saucisse de Morteau;Charcuterie;1600;2022-12-25 17:16:00.0000000
2501;Garcia;Ashley;Female;Bouteille de Jack Daniel;Liqueur;5000;2022-11-21 06:39:00.0000000
2502;Adeyemi;Kemi;Female;Saucisson à l'Armagnac;Charcuterie;1400;2022-11-25 12:25:00.0000000
2503;Ndlovu;Tariq;Male;Sachet de graines de chia;Condiment;1000;2022-12-10 12:42:00.0000000
2504;King;Harper;Female;Saucisson aux noisettes;Charcuterie;1400;2022-12-26 04:33:00.0000000
2505;Kelly;Marie;Female;Crème anti-âge L'Oréal;Produits de soin pour le visage;2500;2022-11-29 09:53:00.0000000
2506;Richardson;Austin;Male;Crème de jour anti-rides Nivea;Produits de soin pour le visage;1200;2022-12-12 04:08:00.0000000
2507;Coleman;Cassandra;Female;Déodorant spray fraîcheur instantanée Nivea;Produits d'hygiène;800;2022-12-30 19:19:00.0000000
2508;Diagne;Fatoumata;Female;Masque capillaire Garnier;Produits de soin capillaire;1800;2022-12-11 15:14:00.0000000
2509;Sankoh;Amara;Male;Chorizo;Charcuterie;2000;2022-12-19 10:38:00.0000000
2510;Bello;Aminata;Female;Savon exfoliant Neutrogena;Produits de douche;1000;2022-12-02 03:02:00.0000000
2511;Coleman;Jerry;Male;Crème raffermissante pour le corps Garnier;Produits de soin pour le corps;2000;2022-11-08 03:50:00.0000000
2512;Martinez;Joshua;Male;Bouteille d'eau minérale Cristaline;Eau;500;2022-11-11 12:35:00.0000000
2513;Coleman;Cassandra;Female;Lotion hydratante pour le visage Nivea;Produits de soin pour le visage;1200;2022-11-25 00:10:00.0000000
2514;Chukwu;Obinna;Male;Crème réparatrice pour les mains Neutrogena;Produits de soin pour les mains;1000;2022-11-17 23:26:00.0000000
2515;Boateng;Adjoa;Female;Gel douche nourrissant Dove;Produits de douche;1200;2022-11-16 09:14:00.0000000
2516;Harris;James;Male;Lingettes démaquillantes biodégradables Nivea;Produits de démaquillage;800;2022-11-19 17:49:00.0000000
2517;King;Harper;Female;Shampooing fortifiant L'Oréal;Produits de soin capillaire;1800;2022-11-30 20:35:00.0000000
2518;Foster;Madison;Female;Sérum hydratant Vichy;Produits de soin pour le visage;3000;2022-11-19 00:20:00.0000000
2519;Nelson;Zoe;Female;Rillettes de thon au citron;Charcuterie;1500;2022-11-16 03:24:00.0000000
2520;Camara;Fanta;Female;Crème réparatrice Cicabiafine;Produits de soin pour le corps;1500;2022-12-20 21:24:00.0000000
2521;Bell;Julia;Female;Lotion purifiante pour le visage Neutrogena;Produits de soin pour le visage;1200;2022-12-13 08:12:00.0000000
2522;Mensah;Abigail;Female;Spray corporel rafraîchissant Axe;Produits de soin pour le corps;800;2022-11-09 01:54:00.0000000
2523;Johnson;Emily;Female;Déodorant spray sans gaz propulseur Nivea;Produits d'hygiène;800;2022-11-24 04:21:00.0000000
2524;Lopez;Angela;Female;Soin anti-rides contour des yeux L'Oréal;Produits de soin pour le visage;2500;2022-11-26 06:23:00.0000000
2525;Anang;Kwesi;Male;Dentifrice protection gencives Parodontax;Produits d'hygiène dentaire;500;2022-11-14 18:57:00.0000000
2526;Bah;Saidou;Male;Bouteille de jus de pomme;Jus;1500;2022-12-27 18:42:00.0000000
2527;Carter;Andrew;Male;Terrine de campagne;Charcuterie;1900;2022-12-06 21:34:00.0000000
2528;Wilson;Hudson;Male;Paquet de popcorn sucré;Snack;750;2022-11-09 11:33:00.0000000
2529;Martinez;Jennifer;Female;Crème solaire peaux sensibles Avène;Produits de protection solaire;2000;2022-12-30 23:22:00.0000000
2530;Traoré;Bintou;Female;Sac de pommes de terre;Légumes;1000;2022-12-25 02:33:00.0000000
2531;Hill;Anthony;Male;Soin anti-rides contour des yeux L'Oréal;Produits de soin pour le visage;2500;2022-12-04 23:17:00.0000000
2532;Simmons;Sharon;Female;Jambon de Montagne Noire;Charcuterie;2000;2022-11-23 08:06:00.0000000
2533;Nelson;Derek;Male;Pot de yaourt Danone;Produits laitiers;750;2022-12-23 10:47:00.0000000
2534;Reed;Paul;Male;Shampooing volumateur Timotei;Produits de soin capillaire;1500;2022-11-28 11:09:00.0000000
2535;Traoré;Bintou;Female;Sachet de paprika;Condiment;500;2022-11-12 18:43:00.0000000
2536;Brown;Noah;Male;Boîte de céréales Kellogg's;Céréales;1500;2022-11-24 18:08:00.0000000
2537;Boateng;Kwaku;Male;Jambon de Luxeuil;Charcuterie;2000;2022-11-19 15:45:00.0000000
2538;Bailey;Danielle;Female;Crème apaisante après-soleil Nivea;Produits de protection solaire;2000;2022-11-27 10:19:00.0000000
2539;Traoré;Bintou;Female;Baume réparateur pour les mains Biafine;Produits de soin pour les mains;1000;2022-11-26 10:43:00.0000000
2540;Nwadike;Ngozi;Female;Crème raffermissante pour le corps Garnier;Produits de soin pour le corps;2000;2022-11-22 15:27:00.0000000
2541;Lee;James;Male;Jambon d'Auvergne;Charcuterie;2000;2022-12-02 02:16:00.0000000
2542;Eze;Chukwudi;Male;Sachet de pâtes de curry rouge;Condiment;750;2022-12-05 15:39:00.0000000
2543;Mensah;Kwadwo;Male;Barre de chocolat Milka;Chocolat;750;2022-12-04 03:57:00.0000000
2544;Camara;Fatoumata;Female;Saucisson à la mirabelle;Charcuterie;1400;2022-12-29 12:40:00.0000000
2545;Roberts;Christina;Female;Jambon de la Forêt Noire;Charcuterie;2000;2022-12-17 17:08:00.0000000
2546;Ward;Carol;Female;Paquet de riz long grain;Alimentation;1000;2022-11-01 13:31:00.0000000
2547;Perez;Linda;Female;Rillettes d'oie;Charcuterie;1500;2022-11-21 23:16:00.0000000
2548;Nkrumah;Jabari;Male;Saucisse de canard fumée;Charcuterie;1600;2022-12-01 17:24:00.0000000
2549;Nkrumah;Fatima;Female;Crème solaire visage La Roche-Posay;Produits de protection solaire;2000;2022-11-23 22:15:00.0000000
2550;Adeyemi;Kemi;Female;Sachet de sucre roux;Sucrerie;500;2022-12-21 15:13:00.0000000
2551;Nwadike;Nneka;Female;Crème réparatrice Cicabiafine;Produits de soin pour le corps;1500;2022-11-12 04:06:00.0000000
2552;Adewale;Chiamaka;Female;Jambon blanc;Charcuterie;1000;2022-11-11 08:04:00.0000000
2553;Okoro;Chinedu;Male;Rillettes de lapin;Charcuterie;1300;2022-12-19 17:59:00.0000000
